"Filing Date","Document Type","Filed By","Description"
"July 24, 2017","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=196437462""><span style=""color:blue""><u>COMMENTS</u></span></a>","Natural Resources Defense Council","REPLY; ON ADMINISTRATIVE LAW JUDGE’S [June 23] RULING INVITING POSTWORKSHOP COMMENTS ON TO-CODE PILOTS"
"July 17, 2017","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=196148146""><span style=""color:blue""><u>COMMENTS</u></span></a>","San Diego Gas & Electric Company","San Diego Gas & Electric Company's comments on To-Code Pilots and addresses the specific questions set forth in the Ruling dated June 23, 2017, Inviting Post-Workshop Comments."
"July 17, 2017","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=198258098""><span style=""color:blue""><u>COMMENTS</u></span></a>","PACIFIC GAS AND ELECTRIC COMPANY","Pacific Gas and Electric Company's comments pursuant to the Administrative Law Judge’s Ruling Inviting Post-Workshop Comments On To-Code Pilots, dated June 23, 2017."
"July 17, 2017","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=196246520""><span style=""color:blue""><u>COMMENTS</u></span></a>","Southern California Edison Company","Southern California Edison Company's comments in response to the specific questions posed in Administrative Law Judges’  Ruling issued on June 23, 2017, Inviting Post Workshop Comments on To-Code Pilots. "
"July 17, 2017","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=196193041""><span style=""color:blue""><u>COMMENTS</u></span></a>","ORA/ZHANG/CPUC","Office of Ratepayer Advocates' comments pursuant to the Administrative Law Judge’s Ruling issued on June 23, 2017, Inviting Post-Workshop Comments on To-Code Pilots."
"July 17, 2017","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=196148147""><span style=""color:blue""><u>COMMENTS</u></span></a>","Southern California Gas Company","Southern California Gas Company's opening comments on To-Code Pilots Pursuant to the June 23, 2017 Administrative Law Judge’s Ruling Inviting Post-Workshop comments."
"July 17, 2017","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=195911335""><span style=""color:blue""><u>COMMENTS</u></span></a>","County of Los Angeles","County of Los Angeles, on behalf of the Southern California Regional Energy Network's Comments on To-Code Pilots in response to the Administrative Law Judge’s dated June 23, 2017, Inviting Post-Workshop comments."
"July 14, 2017","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=193982334""><span style=""color:blue""><u>COMMENTS</u></span></a>","National Association of Energy Service Companies","Reply Comments of the National Association of Energy Service Companies (NAESCO) on the Comments of Other Parties on the Draft Potential and Goals Study."
"July 14, 2017","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=196259061""><span style=""color:blue""><u>NOTICE</u></span></a>","Sierra Club","THREE DAYS’ NOTICE OF SCHEDULED INDIVIDUAL EX PARTE MEETING"
"July 14, 2017","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=193982489""><span style=""color:blue""><u>COMMENTS</u></span></a>","PACIFIC GAS AND ELECTRIC COMPANY","Reply Comments of Pacific Gas and Electric Company (U 39 M) Regarding Energy Efficiency Potential and Goals for 2018 and Beyond."
"July 14, 2017","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=193982711""><span style=""color:blue""><u>COMMENTS</u></span></a>","Natural Resources Defense Council","Reply Comments of the Natural Resources Defense Council (NRDC) on the Administrative Law Judge’s Ruling Inviting Comments on the Draft Potential and Goals Study."
"July 14, 2017","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=193981719""><span style=""color:blue""><u>COMMENTS</u></span></a>","California Efficiency + Demand Management Council","Reply Comments of the California Efficiency + Demand Management Council on Administrative Law Judge’s Ruling Inviting Comments on Draft Potential and Goals Study."
"July 14, 2017","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=193982705""><span style=""color:blue""><u>COMMENTS</u></span></a>","County Of Los Angeles","Reply Comments of the County Of Los Angeles, on Behalf of the Southern California Regional Energy Network (CPUC #940), on Administrative Law Judge’s Ruling Inviting Comments on Draft Potential and Goals Study."
"July 14, 2017","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=193982595""><span style=""color:blue""><u>COMMENTS</u></span></a>","County of Ventura","Reply Comments of County of Ventura on Behalf of the Tri-County Regional Energy Network on Comments to ALJ’s Ruling Inviting Comments on Draft Potential and Goals Study."
"July 14, 2017","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=193982594""><span style=""color:blue""><u>COMMENTS</u></span></a>","SOUTHERN CALIFORNIA EDISON COMPANY","Southern California Edison Company’s (U 338-E) Reply Comments On Administrative Law Judge’s Ruling Inviting Comments On Draft Potential And Goals Study."
"July 14, 2017","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=193982783""><span style=""color:blue""><u>COMMENTS</u></span></a>","County Of Los Angeles","Reply Comments Of The County Of Los Angeles, On Behalf Of The Southern California Regional Energy Network (CPUC #940), On Administrative Law Judge’s Ruling Inviting Comments On Draft Potential And Goals Study."
"July 07, 2017","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=193537300""><span style=""color:blue""><u>COMMENTS</u></span></a>","TURN - The Utility Refrom Network","Comments of The Utility Reform Network Responding to the Administrative Law Judge’s Ruling Inviting Comments on Draft Potential and Goals Study for 2018 And Beyond."
"July 07, 2017","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=193652627""><span style=""color:blue""><u>COMMENTS</u></span></a>","ORA/ZHANG/CPUC","Opening Comments of the Office Of Ratepayer Advocates on the Administrative Law Judge’s Ruling Inviting Comments on Draft Potential and Goals Study."
"July 07, 2017","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=193590265""><span style=""color:blue""><u>COMMENTS</u></span></a>","Natural Resources Defense Council","Opening Comments of the Natural Resources Defense Council (NRDC) on the Administrative Law Judge’s Ruling Inviting Comments on the Draft Potential and Goals Study."
"July 07, 2017","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=193578401""><span style=""color:blue""><u>COMMENTS</u></span></a>","Southern California Gas Company","Opening Comments of Southern California Gas Company (U 904 G) on Administrative Law Judge’s Ruling Inviting Comments on Draft Potential and Goals Study."
"July 07, 2017","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=193571067""><span style=""color:blue""><u>COMMENTS</u></span></a>","PACIFIC GAS AND ELECTRIC COMPANY","Comments of Pacific Gas and Electric Company (U 39 M) Regarding Energy Efficiency Potential and Goals for 2018 and Beyond in Response to Administrative Law Judge’s Ruling Dated June 15, 2017."
"July 07, 2017","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=193576337""><span style=""color:blue""><u>COMMENTS</u></span></a>","County of Los Angeles","Comments of the County of Los Angeles, on Behalf of the Southern California Regional Energy Network (CPUC #940), on Administrative Law Judge’s Ruling Inviting Comments on Draft Potential and Goals Study."
"July 07, 2017","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=193578398""><span style=""color:blue""><u>COMMENTS</u></span></a>","Southern California Edison Company","Southern California Edison Company’s (U 338-E) Comments on Administrative Law Judge’s Ruling Inviting Comments on Draft Potential and Goals Study."
"July 07, 2017","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=193573218""><span style=""color:blue""><u>COMMENTS</u></span></a>","San Diego Gas & Electric Company","San Diego Gas & Electric Company (U 902-M) Comments on Draft Potential and Goals Study."
"July 07, 2017","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=193537301""><span style=""color:blue""><u>COMMENTS</u></span></a>","California Efficiency + Demand Management Council","Comments Of The California Efficiency + Demand Management Council On Administrative Law Judge’s Ruling Inviting Comments On Draft Potential And Goals Study."
"July 07, 2017","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=193590264""><span style=""color:blue""><u>COMMENTS</u></span></a>","Association of Bay Area Governments","Comments Of The Association Of Bay Area Governments, On Behalf Of The San Francisco Bay Area Regional Energy Network (CPUC # 940) To ALJ’s Ruling Regarding Draft Potential And Goals Study."
"July 06, 2017","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=191911899""><span style=""color:blue""><u>REPLY</u></span></a>","Natural Resources Defense Council","REPLY TO RESPONSE OF SOUTHERN CALIFORNIA GAS COMPANY TO THE MOTION SEEKING REVIEW AND MODIFICATION OF THE THREE-PRONG FUEL SUBSTITUTION TEST"
"June 26, 2017","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=191444224""><span style=""color:blue""><u>RULING</u></span></a>","ALJ/KAO/CPUC","E-Mail Ruling Granting GreenFan, Inc. Party Status."
"June 23, 2017","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=191053941""><span style=""color:blue""><u>RULING</u></span></a>","ALJ/KAO/CPUC","Administrative Law Judge’s Ruling inviting post-workshop comments on To-Code Pilots. Comments are due on July 17, 2017. Reply comments are due July 24, 2017."
"June 23, 2017","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=191912228""><span style=""color:blue""><u>RESPONSE</u></span></a>","Southern California Gas Company","RESPONSE TO THE MOTION OF THE NATURAL RESOURCES DEFENSE COUNCIL, SIERRA CLUB, AND THE CALIFORNIA ENERGY EFFICIENCY INDUSTRY COUNCIL SEEKING REVIEW AND MODIFICATION OF THE THREE-PRONG FUEL SUBSTITUTION TEST"
"June 23, 2017","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=191911672""><span style=""color:blue""><u>RESPONSE</u></span></a>","Pacific Gas and Electric Company","RESPONSE TO THE MOTION OF THE NATURAL RESOURCES DEFENSE COUNCIL (NRDC), SIERRA CLUB, AND THE CALIFORNIA ENERGY EFFICIENCY INDUSTRY COUNCIL (THE COUNCIL) SEEKING REVIEW AND MODIFICATION OF THE THREE-PRONG FUEL SUBSTITUTION TEST"
"June 23, 2017","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=191911338""><span style=""color:blue""><u>RESPONSE</u></span></a>","ORA/ZHANG/CPUC","RESPONSE TO THE MOTION OF THE NATURAL RESOURCES DEFENSE COUNCIL, SIERRA CLUB, AND THE CALIFORNIA ENERGY EFFICIENCY INDUSTRY COUNCIL SEEKING REVIEW AND MODIFICATION OF THE THREE-PRONG FUEL SUBSTITUTION TEST"
"June 23, 2017","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=191444106""><span style=""color:blue""><u>RULING</u></span></a>","ALJ/KAO/CPUC","E-Mail Ruling Noticing Environmental Justice and Disadvantaged Communities En Banc."
"June 21, 2017","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=191054070""><span style=""color:blue""><u>MOTION</u></span></a>","GreenFan, Inc.","***MFPS GRANTED by Judge Kao, via her email ruling sent on 6/26/2017.  dc3 6/27/17."
"June 15, 2017","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=190624112""><span style=""color:blue""><u>RULING</u></span></a>","ALJ/KAO/CPUC","Administrative Law Judge’s Ruling inviting comments on draft potential and goals study. Comments will be due July 7, 2017 with reply comments due July 14, 2017."
"June 08, 2017","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=191912103""><span style=""color:blue""><u>MOTION</u></span></a>","California Energy Efficiency Industry Council,Natural Resources Defense Council,Sierra Club","MOTION SEEKING REVIEW AND MODIFICATION OF THETHREE-PRONG FUEL SUBSTITUTION TEST"
"June 05, 2017","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=189819032""><span style=""color:blue""><u>RULING</u></span></a>","ALJ/FITCH/CPUC","E-Mail Ruling Granting Party Status to Sierra Club."
"June 01, 2017","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=191912102""><span style=""color:blue""><u>COMPLIANCE  FILING</u></span></a>","San Diego Gas & Electric Company,Southern California Edison Company,Pacific Gas and Electric Company","STATEWIDE LIGHTING MARKET TRANSFORMATION REPORT"
"May 25, 2017","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=274138105""><span style=""color:blue""><u>REPORT</u></span></a>","Southern California Gas Company","Energy Efficiency Programs 2016 Annual Report. "
"May 24, 2017","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=187576800""><span style=""color:blue""><u>MOTION</u></span></a>","Sierra Club","Motion for Party Status."
"May 23, 2017","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=192325646""><span style=""color:blue""><u>COMPLIANCE  FILING</u></span></a>","Southern California Edison Company","ANNUAL REPORT FOR ENERGY EFFICIENCY PROGRAMS REVISED, MAY 23, 2017"
"May 01, 2017","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=191912319""><span style=""color:blue""><u>NOTICE</u></span></a>","Southern California Edison Company","NOTICE OF AVAILABILITY:  POSTING OF 2017 ENERGY EFFICIENCY PROGRAMS ANNUAL REPORT AND SUPPORTING DOCUMENTS"
"May 01, 2017","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=192304161""><span style=""color:blue""><u>COMPLIANCE  FILING</u></span></a>","Pacific Gas and Electric Company","2016 ENERGY EFFICIENCY ANNUAL REPORT"
"May 01, 2017","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=191911109""><span style=""color:blue""><u>COMPLIANCE  FILING</u></span></a>","San Diego Gas & Electric Company","ENERGY EFFICIENCY PROGRAMS ANNUAL REPORT 2016 RESULTS"
"May 01, 2017","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=191912323""><span style=""color:blue""><u>COMPLIANCE  FILING</u></span></a>","Southern California Edison Company","ANNUAL REPORT FOR ENERGY EFFICIENCY PROGRAMS"
"April 06, 2017","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=183658801""><span style=""color:blue""><u>DECISION</u></span></a>","-","Decision D1704005 - Decision Granting Pacific Gas and Electric Company's Petition to Modify Decision 14-10-046."
"March 23, 2017","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=182307585""><span style=""color:blue""><u>DECISION</u></span></a>","-","Decision D1703026 - Decision Addressing Energy Efficiency Financing Pilot Programs Originally Ordered In Decision 13-09-044."
"March 16, 2017","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=181309597""><span style=""color:blue""><u>PROPOSED DECISION</u></span></a>","ALJ/FITCH/CPUC,ALJ/KAO/CPUC","Proposed Decision granting Pacific Gas and Electric Company’s Petition to Modify Decision 14-10-046. Opening comments on the proposed decision must be filed within 5 days of its mailing and reply comments must be filed within 8 days of its mailing."
"March 16, 2017","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=182363433""><span style=""color:blue""><u>COMMENTS</u></span></a>","Southern California Edison Company","REPLY COMMENTS TO PROPOSED DECISION"
"March 16, 2017","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=182363208""><span style=""color:blue""><u>COMMENTS</u></span></a>","SOUTHERN CALIFORNIA REGIONAL ENERGY NETWORK","REPLY COMMENTS ON PROPOSED DECISION"
"March 16, 2017","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=182363321""><span style=""color:blue""><u>COMMENTS</u></span></a>","PACIFIC GAS AND ELECTRIC COMPANY","REPLY COMMENTS ON THE PROPOSED DECISION"
